37.452307,-122.207278,14.1899995803833,32.09501647949219,1.416172129089E12
37.452414,-122.207193,14.210000038146973,32.09501647949219,1.416172130099E12
37.452523,-122.207107,14.239999771118164,32.09501647949219,1.416172131107E12
37.45263,-122.207023,14.15999984741211,32.09501647949219,1.416172132117E12
37.452736,-122.206939,13.800000190734863,32.09501647949219,1.416172133128E12
37.452839,-122.206858,13.600000381469727,32.09501647949219,1.416172134133E12
37.452938,-122.206779,13.329999923706055,32.09501647949219,1.416172135144E12
37.453038,-122.2067,13.140000343322754,32.09501647949219,1.416172136154E12
37.453137,-122.206622,13.140000343322754,32.09501647949219,1.41617213716E12
37.453229,-122.206549,12.619999885559082,32.09501647949219,1.416172138163E12
37.453323,-122.206475,12.210000038146973,32.09501647949219,1.416172139166E12
37.45341,-122.206407,11.59000015258789,32.09501647949219,1.416172140169E12
37.453496,-122.206338,11.229999542236328,32.09501647949219,1.41617214118E12
37.453576,-122.206275,10.359999656677246,32.09501647949219,1.41617214219E12
37.453639,-122.206226,9.25,32.09501647949219,1.416172143196E12
37.453686,-122.206188,7.730000019073486,62.9296875,1.416172144207E12
37.453688,-122.206005,6.050000190734863,135.61398315429688,1.416172145217E12
37.453657,-122.205966,6.329999923706055,135.61398315429688,1.416172146222E12
37.453604,-122.205901,7.300000190734863,135.61398315429688,1.416172147233E12
37.453522,-122.2058,9.779999732971191,135.61398315429688,1.416172148244E12
37.453443,-122.205703,11.350000381469727,135.61398315429688,1.416172149249E12
37.453342,-122.205578,13.34000015258789,135.61398315429688,1.416172150258E12
37.453251,-122.205466,14.0,135.61398315429688,1.416172151269E12
37.453154,-122.205347,14.430000305175781,135.61398315429688,1.416172152275E12
37.45307,-122.205244,14.34000015258789,135.61398315429688,1.416172153286E12
37.452979,-122.20513,14.050000190734863,135.61398315429688,1.416172154296E12
37.45288,-122.205009,13.869999885559082,135.61398315429688,1.416172155301E12
37.452794,-122.204903,13.760000228881836,136.1088104248047,1.416172156305E12
